name,uuid,description,keywords,prompts.batch,preferred_score,targets
icho_uk_2022_q3b,e78c4015-4b6d-50a8-6400-095a2e9d7eeb,Predicting the number of peaks in the NMR spectrum of a given compound.,"['NMR-spectroscopy', 'organic-chemistry', 'isomers', 'icho', 'requires-knowledge', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the C(13) NMR spectrum of cubane-1,3-dicarboxylic acid?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
icho_uk_2023_q2g1,e9e7657c-aad5-af8b-653b-a3a5e98fb734,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'electronegativity', 'inorganic-chemistry', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Boron nitride can be formed by reaction of boric acid and ammonia, H3BO3 + NH3 -> xBN + 3H2O. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2010_6f,ea79b95a-3e5b-a6fd-67db-a615a8b2339e,Calculating the radius of the atom given packing fraction in the unit cell.,"['unit-cell', 'solid-state', 'physical-chemistry', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The molar volume of gold is 10.2 cm^{3} mol^{-1}. The gold atoms occupy 74 % of the volume of the cubic unit cell. What is the radius of the gold atom in \\A?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1.44']
icho_uk_2019_5g,ea7f5b93-506c-0293-ba83-c7aab2e91e9b,Calculating the amount of acid in a sample using titration.,"['polymer', 'titration', 'physical-chemistry', 'stoichiometry', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: A plastic was degraded, resulting in a sample of mass 1.044 g, and titrations were used to determine the composition of this sample. The sample was dissolved in 100 cm^{3} of water to make a stock solution. 19.40 cm^{3} of 0.100 mol dm^{-3} NaOH solution was needed to neutralize 20.00 cm^{3} of this stock solution. What is the amount of acid in the sample (in moles)?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['0.0097']
number_1h_nmr_shifts,ed567cb8-b1db-1d5b-5bd3-357b9cfd3d05,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES N#CCC1=NCC2CN12?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['7']
electron_counts,ee17909e-9885-86e9-3260-db133ccf3101,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of Ta^{5+}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['68']
number_1h_nmr_shifts,ee8028e5-1cc2-17b0-3d37-6810fb42e4b0,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES O=CN1CC=C(C1)C#N?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2019_2d,ef2c3801-dcd6-a01c-9e98-02ab4cc6fcd2,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'd-block', 'inorganic-chemistry', 'reaction', 'icho', 'requires-reasoning', 'difficulty-basic', 'stochiometry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction of chloroauric acid with iron(II) chloride is 3FeCl2 + HAuCl4 -> Au + xFeCl3 + HCl. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
number_of_structural_isomers,f247b6be-f58a-6739-d8d9-59d2bb7fc44c,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C6H14?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
number_1h_nmr_shifts,f254ebc0-64c4-0dfd-43bc-fdf91306d9ff,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES OC12CC3(O)C1C=CC23?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
icho_uk_2011_3e,f411bbdb-1125-fa6b-9360-659216c0a207,Calculating the mass of a compound required to satisfy the given conditions.,"['stoichiometry', 'physical-chemistry', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic', 'stochiometry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction for the explosion of TNT is C7H5N3O6 -> 3CO + 3C + CO2 + 1.5H2 + 1.5N2 + H2O. What the mass (in g) of TNT that will explode to produce 1.0 dm^{3} of gas at room temperature and pressure, assuming that the molar volume of any gas is 24 dm^{3} at RTP?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1.35']
icho_uk_2023_q1b,f4984d1e-cf2b-13d8-f529-0be452589224,"Calculating a bond enthalpy given a reaction, reaction enthalpy and other bond enthalpies.","['enthalpy', 'combustion', 'physical-chemistry', 'thermodynamics', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the bond enthalpy of the O=O bond in kJ mol^{-1}, given that the bond enthalpy of the H-H bond is 432 kJ mol^{-1}, the average bond enthalpy of O-H is 460 kJ mol^{-1}, and the enthalpy change for the reaction H2 + 0.5 O2 -> H2O is -241 kJ per mole of hydrogen gas?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['494']
number_1h_nmr_shifts,f50b5d88-306d-059f-fee9-5a8ce8f775c3,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES O=C1OCC2CC1C2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
number_1h_nmr_shifts,f52e952a-5ca3-95e7-cd81-128ab41a3af1,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC#CCOC(=O)C#C?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
number_of_structural_isomers,f6a587bc-ed89-8967-7043-fd02229f7a4d,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C3H8?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2022_q3a,f6b25f40-ab13-7e22-5209-1f7818b5a375,Predicting the correct molecular formula.,"['molecular formula', 'organic-chemistry', 'platonic-solid', 'requires-knowledge', 'icho']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The molecular formula of cubane is CxH8. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['8']
